orderID,orderPrice,salesTax,orderDate,orderTime,tips,employeeID,customerID
10389,14.79,0.69,2025-04-05,12:38:48,3,5,75
10390,26.78,1.28,2026-01-08,17:30:25,5,9,235
10391,12.77,0.52,2025-04-27,11:48:55,4,7,152
10392,36.19,1.89,2025-01-15,11:21:22,4,2,235
10393,11.69,0.39,2025-02-06,14:23:37,5,2,207
10394,29.84,1.64,2025-04-10,19:25:29,2,7,117
10395,7.05,0.3,2025-10-28,19:36:43,2,10,74
10396,27.56,1.56,2025-09-12,14:17:51,1,2,173
10397,13.86,0.76,2026-02-07,11:15:52,1,5,32
10398,32.39,1.79,2025-09-25,21:01:58,2,5,101
10399,23.74,1.34,2026-02-16,17:42:02,1,5,67
10400,31.19,1.54,2025-07-21,20:01:30,5,8,173
10401,51.19,2.89,2025-01-21,16:06:06,2,3,121
10402,8.11,0.36,2025-11-15,13:59:28,2,1,248
10403,6.79,0.34,2025-01-28,11:45:51,1,5,173
10404,9.34,0.49,2025-06-19,20:15:05,1,9,193
10405,19.18,0.83,2026-04-07,14:57:52,5,5,88
10406,21.47,0.97,2025-02-17,15:20:55,5,4,71
10407,42.24,2.19,2025-04-11,14:15:17,5,1,156
10408,14.26,0.66,2026-03-19,16:13:23,3,6,234
10409,13.37,0.67,2025-06-19,20:02:03,2,7,221
10410,30.13,1.48,2025-02-22,14:17:44,5,7,112
10411,33.13,1.83,2025-11-03,16:12:23,2,6,56
10412,16.58,0.68,2026-03-19,12:46:40,5,9,97
10413,28.17,1.42,2025-02-17,16:49:49,4,5,198
10414,33.54,1.74,2025-06-28,14:13:11,4,7,188
10415,11.44,0.44,2025-06-27,17:56:26,4,8,139
10416,30.7,1.75,2025-10-10,16:25:19,1,9,30
10417,21.21,1.01,2025-06-26,20:43:32,4,7,89
10418,40.71,2.16,2025-11-25,17:40:10,4,7,130
10419,16.94,0.94,2025-03-27,18:48:32,1,4,174
10420,34.29,1.84,2025-04-05,15:13:58,3,10,39
10421,12.7,0.45,2025-10-04,20:00:09,5,8,183
10422,26.71,1.51,2025-06-28,18:27:22,1,5,217
10423,44.82,2.52,2025-01-02,15:23:13,2,9,110
10424,16.83,0.93,2026-03-30,21:35:31,1,7,95
10425,38.04,1.94,2025-06-18,21:35:16,5,3,174
10426,27.32,1.37,2026-03-01,14:36:29,4,5,208
10427,32.02,1.82,2026-02-17,12:01:40,1,9,132
10428,14.58,0.68,2025-10-22,12:34:09,3,10,15
10429,7.84,0.34,2025-12-15,14:35:49,2,9,114
10430,33.53,1.68,2025-12-07,15:27:01,5,7,156
10431,25.23,1.43,2026-04-07,18:05:45,1,5,125
10432,8.8,0.4,2025-06-09,19:12:07,2,5,81
10433,25.37,1.32,2026-03-03,19:37:36,3,7,225
10434,8.7,0.45,2026-02-19,11:28:00,1,7,11
10435,30.53,1.68,2025-06-04,14:19:12,2,7,29
10436,8.7,0.45,2025-11-28,18:26:11,1,4,55
10437,7.43,0.38,2025-03-23,12:40:08,1,1,82
10438,29.39,1.49,2025-11-29,12:55:52,4,10,57
10439,15.49,0.79,2025-04-01,11:46:20,2,3,23
10440,7.11,0.36,2025-09-15,15:47:13,1,2,235
10441,35.27,2.02,2025-11-16,12:24:54,1,8,189
10442,15.48,0.68,2025-09-16,22:22:42,4,5,33
10443,17.34,0.84,2025-01-02,14:51:42,3,5,101
10444,16.19,0.89,2026-01-01,11:22:19,1,2,113
10445,13.42,0.67,2025-02-15,17:34:43,2,5,147
10446,17.02,0.77,2025-10-09,16:17:47,4,10,170
10447,9.32,0.37,2026-03-20,21:51:56,3,8,127
10448,12.18,0.48,2025-05-11,20:17:13,4,8,97
10449,32.75,1.75,2025-03-09,20:33:31,3,9,109
10450,28.27,1.37,2025-11-09,18:53:22,5,4,118
10451,32.02,1.82,2025-10-07,19:07:54,1,9,41
10452,23.25,1.25,2025-03-08,15:47:50,2,7,21
10453,16.86,0.76,2025-06-03,13:38:15,4,3,142
10454,15.32,0.72,2026-01-22,13:04:15,3,4,224
10455,42.69,2.39,2025-07-25,16:00:35,2,2,76
10456,51.6,2.8,2025-06-12,14:07:53,4,10,50
10457,35.2,1.95,2025-02-07,21:40:13,2,5,133
10458,15.22,0.72,2025-05-07,20:01:19,3,9,179
10459,36.33,2.08,2025-08-22,12:10:16,1,8,21
10460,22.67,1.22,2025-07-15,13:46:58,2,4,176
10461,22.53,1.03,2025-05-09,21:15:11,5,8,188
10462,10.44,0.44,2025-01-12,11:36:00,3,1,137
10463,28.77,1.57,2025-09-04,19:41:54,2,1,49
10464,14.79,0.69,2025-06-02,13:05:38,3,10,148
10465,29.79,1.69,2025-05-29,14:25:25,1,2,32
10466,7.38,0.38,2025-05-16,20:29:56,1,10,229
10467,7.91,0.41,2026-01-07,12:59:18,1,7,95
10468,15.34,0.84,2025-08-12,13:37:02,1,8,37
10469,34.35,1.9,2025-08-04,20:42:24,2,9,39
10470,11.44,0.44,2026-01-14,19:38:02,4,10,190
10471,33.26,1.66,2025-12-27,13:15:56,5,4,182
10472,28.92,1.47,2026-02-06,16:18:20,4,3,123
10473,30.46,1.56,2025-07-16,13:03:58,4,9,53
10474,14.79,0.69,2026-03-03,19:06:12,3,6,228
10475,30.99,1.59,2026-03-22,11:02:57,4,10,201
10476,12.45,0.5,2025-08-20,11:26:27,4,2,210
10477,23.1,1.3,2025-12-21,11:11:24,1,6,146
10478,8.17,0.42,2025-06-26,16:16:57,1,2,86
10479,33.22,1.72,2025-09-29,16:32:59,4,7,63
10480,32.15,1.6,2025-05-27,18:25:48,5,2,9
10481,21.22,1.07,2026-02-15,18:16:16,3,8,153
10482,37.12,2.12,2025-12-23,18:55:17,1,6,104
10483,24.23,1.13,2025-02-22,12:06:57,5,6,231
10484,25.45,1.2,2025-10-04,17:21:40,5,4,189
10485,31.62,1.62,2025-10-15,17:08:16,4,5,122
10486,18.61,0.86,2026-02-01,14:12:56,4,4,53
10487,22.49,1.09,2025-11-16,20:30:37,4,8,208
10488,15.64,0.74,2025-02-12,21:30:13,3,6,168
10489,21.91,1.11,2025-09-01,21:51:57,3,2,248
10490,15.72,0.87,2026-04-04,12:24:53,1,8,29
10491,42.95,2.35,2026-03-04,21:51:09,3,8,199
10492,22.34,1.14,2025-09-01,22:26:02,3,4,3
10493,16.28,0.78,2025-01-10,19:32:45,3,7,22
10494,10.05,0.3,2026-03-01,16:09:33,5,9,182
10495,17.64,0.74,2025-07-20,14:27:55,5,9,39
10496,45.29,2.49,2025-07-22,11:03:45,3,2,37
10497,24.24,1.19,2025-03-19,15:23:33,4,8,94
10498,29.58,1.68,2025-12-10,16:22:51,1,6,71
10499,29.6,1.45,2025-12-17,16:26:25,5,9,186
10500,28.7,1.45,2025-07-23,16:44:20,4,1,12
10501,18.02,0.82,2025-06-22,19:01:14,4,5,175
10502,16.39,0.79,2025-03-05,21:10:24,3,8,100
10503,9.58,0.33,2025-01-18,15:00:06,4,8,233
10504,13.36,0.61,2025-04-03,12:56:56,3,8,96
10505,23.95,1.35,2025-09-12,12:49:05,1,4,229
10506,22.13,1.18,2026-01-12,13:30:06,2,5,14
10507,10.69,0.39,2025-01-29,16:06:33,4,9,178
10508,31.47,1.62,2026-04-01,12:04:34,4,2,62
10509,9.45,0.5,2025-04-21,19:23:50,1,5,81
10510,28.86,1.46,2025-06-30,21:24:43,4,6,227
10511,31.84,1.64,2025-11-16,14:39:54,4,5,208
10512,24.07,1.12,2025-03-30,18:10:06,5,4,134
10513,15.94,0.64,2025-11-30,11:25:10,5,8,186
10514,27.14,1.54,2026-03-08,15:02:41,1,7,128
10515,41.07,2.12,2025-12-22,20:23:19,5,6,134
10516,13.09,0.59,2025-12-04,19:18:54,3,3,194
10517,30.51,1.56,2025-03-09,15:26:15,4,9,120
10518,10.37,0.32,2025-10-23,14:14:33,5,9,34
10519,10.64,0.39,2025-06-06,14:44:25,4,10,140
10520,33.48,1.68,2025-01-12,11:12:44,5,6,220
10521,34.44,1.79,2025-09-13,15:44:35,4,2,233
10522,35.18,1.83,2025-05-24,15:36:19,4,1,49
10523,19.69,1.04,2025-10-06,20:54:10,2,7,149
10524,23.63,1.33,2025-03-18,13:02:16,1,6,13
10525,35.5,1.85,2025-10-18,15:16:04,4,2,239
10526,26.94,1.29,2025-09-14,14:22:36,5,2,113
10527,6.83,0.28,2026-03-29,17:13:05,2,4,71
10528,15.75,0.75,2025-06-30,21:47:59,3,1,245
10529,30.35,1.55,2025-12-13,13:03:58,4,6,5
10530,25.67,1.27,2026-03-30,15:48:38,4,9,156
10531,27.17,1.42,2026-03-12,15:45:47,3,3,159
10532,12.84,0.64,2025-06-21,11:35:03,2,7,98
10533,13.75,0.75,2026-01-17,14:55:22,1,4,127
10534,16.18,0.78,2025-10-05,20:30:32,3,3,185
10535,23.6,1.15,2025-05-28,15:31:34,4,1,86
10536,18.88,0.93,2025-03-11,19:46:28,3,2,170
10537,22.76,1.16,2026-02-28,18:34:49,3,10,133
10538,33.45,1.85,2025-01-17,16:13:53,2,7,102
10539,12.23,0.48,2025-08-16,20:43:01,4,10,59
10540,8.96,0.41,2025-03-11,13:08:29,2,7,228
10541,32.02,1.77,2025-05-14,16:11:59,2,2,137
10542,19.58,1.03,2025-12-06,11:16:51,2,9,59
10543,46.01,2.41,2025-05-22,13:51:00,5,7,138
10544,37.83,1.93,2026-03-24,19:36:07,5,2,87
10545,30.94,1.64,2025-08-10,17:46:18,3,4,202
10546,12.87,0.52,2025-07-23,20:39:38,4,5,172
10547,27.01,1.41,2026-01-21,18:45:34,3,1,138
10548,17.71,0.81,2025-06-24,14:51:20,4,2,57
10549,26.38,1.38,2026-03-14,18:44:56,3,5,163
10550,45.49,2.44,2025-03-24,21:35:22,4,7,122
10551,46.01,2.41,2025-03-25,19:57:28,5,1,115
10552,33.62,1.92,2025-08-13,14:04:07,1,4,89
10553,17.24,0.84,2025-02-19,12:38:46,3,8,7
10554,17.12,0.77,2025-03-20,14:09:57,4,10,169
10555,10.12,0.42,2025-01-16,14:47:48,3,8,66
10556,34.99,1.94,2026-02-15,20:24:17,2,10,24
10557,9.32,0.37,2025-12-04,20:35:20,3,9,61
10558,9.11,0.36,2025-08-10,14:23:56,3,7,102
10559,32.96,1.76,2025-04-09,12:58:19,3,5,63
10560,10.43,0.38,2025-05-22,18:54:24,4,4,199
10561,14.71,0.81,2025-08-06,11:46:04,1,10,99
10562,19.63,0.98,2025-03-06,15:37:31,3,4,4
10563,10.61,0.51,2025-04-13,18:11:12,2,2,97
10564,46.62,2.62,2025-11-23,20:57:44,2,9,199
10565,11.29,0.49,2025-12-12,18:06:51,3,8,42
10566,33.32,1.72,2025-06-17,11:18:27,4,7,42
10567,33.7,1.75,2026-03-12,14:42:41,4,6,91
10568,44.37,2.32,2025-11-09,17:32:56,5,6,124
10569,22.49,1.09,2025-06-01,20:53:39,4,3,130
10570,23.51,1.21,2026-03-16,17:05:48,3,7,202
10571,38.74,2.04,2025-08-07,20:30:01,4,1,200
10572,12.71,0.51,2026-02-17,18:34:55,4,6,14
10573,22.77,1.22,2025-12-03,11:38:12,2,5,13
10574,6.68,0.33,2025-05-16,21:03:45,1,4,124
10575,28.61,1.51,2025-02-05,18:17:41,3,10,181
10576,22.8,1.05,2025-02-21,20:08:48,5,2,5
10577,16.71,0.81,2026-01-18,19:46:43,3,7,13
10578,17.34,0.84,2025-05-16,13:52:09,3,10,228
10579,13.64,0.74,2026-03-30,16:48:58,1,8,150
10580,10.85,0.4,2025-02-27,13:42:12,4,5,166
10581,30.17,1.72,2025-02-12,11:21:26,1,10,23
10582,18.42,1.02,2025-08-20,16:19:42,1,1,67
10583,11.84,0.64,2025-04-26,17:39:22,1,8,60
10584,29.29,1.49,2025-02-07,14:25:55,4,3,239
10585,35.34,1.84,2026-02-06,20:00:21,4,7,79
10586,36.81,2.11,2025-10-09,20:35:54,1,2,32
10587,17.02,0.77,2025-06-19,18:56:07,4,5,8
10588,31.96,1.76,2026-01-26,20:13:09,2,7,64
10589,34.63,1.98,2025-12-07,20:27:55,1,2,40
10590,11.18,0.48,2025-08-14,21:49:29,3,9,32
10591,14.8,0.75,2026-01-25,13:44:55,2,3,37
10592,36.42,1.97,2025-06-05,15:49:25,3,5,84
10593,13.16,0.66,2025-05-05,11:54:04,2,6,61
10594,8.05,0.3,2025-10-11,21:51:50,3,8,101
10595,19.4,0.85,2025-05-06,15:13:28,5,9,53
10596,26.69,1.39,2025-08-05,21:24:49,3,3,12
10597,12.66,0.51,2025-11-10,19:00:06,4,3,17
10598,31.41,1.61,2025-09-03,13:47:31,4,5,230
10599,28.19,1.54,2025-11-30,19:23:43,2,5,189
10600,20.98,1.18,2025-04-09,18:30:04,1,4,233
10601,31.94,1.64,2025-10-24,12:51:28,4,4,193
10602,48.03,2.53,2025-10-15,20:40:48,5,7,194
10603,35.29,1.84,2025-03-21,16:15:34,4,1,183
10604,39.45,2.2,2025-03-27,19:43:35,2,1,106
10605,18.05,1.0,2025-06-28,15:23:52,1,7,100
10606,18.04,0.94,2025-04-01,15:28:49,2,4,1
10607,9.01,0.41,2025-01-31,18:18:45,2,7,213
10608,10.76,0.46,2025-11-22,19:47:40,3,8,193
10609,19.24,0.84,2025-12-09,21:13:25,5,2,150
10610,29.12,1.42,2026-02-25,16:58:48,5,10,222
10611,17.28,0.78,2025-07-22,20:18:32,4,6,205
10612,10.79,0.34,2026-01-10,12:10:52,5,8,48
10613,41.69,2.39,2025-04-02,12:54:33,1,1,192
10614,24.93,1.23,2025-01-19,17:23:30,4,10,247
10615,17.51,0.91,2025-09-01,13:00:09,2,3,6
10616,19.94,0.94,2025-05-25,18:28:06,4,4,221
10617,18.24,0.84,2025-07-08,18:15:36,4,8,216
10618,16.92,0.82,2025-09-02,13:46:05,3,3,123
10619,37.35,1.9,2025-08-28,11:07:48,5,7,115
10620,13.75,0.75,2025-08-18,15:43:07,1,9,56
10621,26.63,1.33,2025-02-19,17:05:07,4,4,244
10622,37.71,2.16,2025-01-02,12:55:59,1,4,157
10623,23.54,1.09,2025-06-15,16:31:20,5,1,33
10624,31.91,1.76,2025-11-17,18:46:20,2,4,26
10625,6.37,0.32,2026-03-30,15:17:50,1,2,55
10626,18.18,0.78,2025-08-09,14:53:51,5,2,157
10627,28.61,1.51,2025-10-18,18:35:51,3,6,210
10628,19.73,0.98,2025-02-10,18:19:07,3,7,29
10629,21.84,0.99,2025-01-30,11:38:40,5,7,92
10630,8.91,0.41,2025-01-19,20:40:38,2,2,120
10631,22.9,1.05,2025-10-21,17:31:13,5,8,30
10632,35.79,1.99,2025-11-20,21:54:09,2,4,239
10633,34.06,1.71,2025-04-24,12:58:55,5,7,157
10634,17.98,0.88,2025-08-13,15:17:23,3,2,1
10635,13.7,0.75,2025-07-17,13:07:19,1,3,10
10636,22.33,1.08,2026-04-01,13:41:58,4,7,234
10637,10.64,0.39,2025-07-04,13:48:27,4,10,167
10638,14.64,0.74,2025-03-08,13:33:30,2,5,119
10639,11.29,0.49,2025-03-17,19:06:50,3,6,222
10640,19.34,0.84,2025-06-09,12:35:04,5,8,18
10641,9.01,0.41,2026-01-21,20:26:32,2,7,247
10642,40.36,2.26,2025-01-25,15:31:13,2,5,69
10643,14.11,0.71,2025-11-06,12:19:39,2,3,184
10644,24.12,1.12,2026-01-24,13:36:41,5,7,227
10645,14.64,0.74,2026-02-24,20:27:53,2,4,117
10646,17.96,0.76,2025-02-19,14:34:50,5,3,52
10647,18.45,0.85,2025-12-10,17:17:11,4,4,14
10648,14.84,0.64,2025-06-26,13:44:51,4,4,50
10649,41.84,2.34,2025-01-31,15:38:42,2,3,250
10650,37.03,1.88,2025-10-31,20:32:46,5,2,54
10651,35.4,1.85,2025-09-19,18:10:25,4,3,242
10652,10.26,0.31,2025-08-15,12:36:48,5,9,212
10653,32.07,1.77,2025-07-29,18:30:01,2,9,186
10654,30.62,1.62,2025-05-06,17:27:42,3,1,164
10655,24.52,1.27,2025-08-13,18:59:50,3,8,191
10656,34.88,1.93,2025-05-16,17:44:10,2,7,49
10657,40.06,2.06,2025-05-14,17:01:43,5,7,53
10658,21.48,1.03,2026-02-11,21:24:06,4,10,174
10659,14.47,0.62,2026-02-01,21:25:12,4,1,46
10660,17.88,0.88,2026-04-03,21:36:32,3,9,163
10661,14.22,0.72,2025-02-21,16:12:29,2,3,246
10662,29.0,1.65,2025-07-13,21:38:03,1,3,181
10663,30.34,1.49,2025-11-12,16:51:50,5,1,71
10664,15.58,0.68,2025-10-03,19:22:45,4,3,119
10665,24.3,1.25,2026-02-08,20:25:44,3,2,107
10666,43.99,2.29,2025-12-12,18:53:16,5,5,26
10667,39.81,2.11,2025-07-04,11:55:17,4,1,121
10668,26.53,1.38,2025-09-19,13:18:33,3,6,219
10669,30.88,1.58,2025-05-04,13:23:30,4,10,62
10670,15.77,0.87,2025-12-18,17:09:03,1,4,4
10671,26.99,1.29,2025-02-22,11:42:32,5,5,166
10672,27.49,1.44,2026-03-25,14:42:57,3,4,147
10673,11.7,0.45,2025-09-20,21:14:41,4,5,190
10674,28.35,1.55,2025-03-28,12:14:42,2,3,197
10675,28.3,1.55,2025-05-28,21:57:56,2,9,71
10676,27.97,1.47,2025-06-07,14:50:09,3,7,195
10677,33.83,1.93,2025-09-08,15:51:04,1,3,133
10678,14.28,0.78,2025-05-19,12:19:10,1,10,221
10679,8.7,0.45,2026-02-26,20:28:57,1,5,192
10680,17.62,0.92,2026-04-07,16:32:14,2,9,225
10681,33.5,1.85,2026-01-05,11:58:30,2,1,22
10682,36.73,1.98,2025-07-31,13:20:16,3,1,221
10683,31.9,1.7,2025-11-12,20:53:00,3,2,104
10684,33.07,1.77,2025-05-18,14:57:17,3,3,242
10685,15.28,0.78,2025-11-19,20:57:29,2,1,189
10686,38.38,2.08,2025-08-04,19:01:04,3,6,230
10687,12.92,0.47,2026-02-10,11:13:31,5,1,157
10688,43.67,2.27,2025-03-14,12:51:20,5,10,36
10689,13.22,0.72,2025-09-08,15:57:31,1,1,164
10690,34.68,1.98,2025-11-27,18:53:50,1,3,67
10691,23.68,1.33,2026-02-08,17:22:08,1,10,64
10692,36.17,2.07,2025-07-06,19:38:38,1,7,54
10693,29.99,1.59,2025-03-22,16:26:07,3,5,75
10694,31.26,1.66,2025-09-02,11:53:00,3,5,144
10695,20.34,1.14,2025-12-20,20:57:21,1,9,48
10696,40.5,2.15,2026-03-15,19:14:16,4,3,4
10697,23.47,1.32,2025-01-31,12:04:21,1,2,144
10698,34.46,1.91,2026-01-14,12:51:05,2,8,79
10699,23.6,1.15,2025-05-15,19:25:05,4,4,15
10700,25.52,1.27,2025-07-24,14:54:39,4,7,65
10701,28.08,1.53,2025-09-30,12:20:26,2,3,227
10702,31.79,1.69,2025-01-16,17:52:05,3,8,82
10703,27.44,1.44,2026-01-20,22:11:41,3,10,215
10704,32.7,1.75,2025-03-27,17:32:51,3,10,14
10705,17.35,0.9,2026-01-23,14:31:10,2,4,189
10706,20.94,0.94,2025-11-13,19:54:35,5,5,69
10707,34.72,1.87,2026-02-03,16:23:20,3,3,131
10708,21.79,0.99,2025-10-15,20:50:35,5,5,138
10709,29.52,1.62,2026-01-15,15:27:31,2,2,169
10710,14.75,0.75,2026-02-27,12:12:57,2,10,203
10711,9.23,0.48,2025-03-24,17:11:51,1,10,102
10712,14.92,0.82,2025-05-24,11:18:41,1,8,130
10713,7.15,0.3,2025-04-24,16:33:05,2,4,247
10714,11.02,0.47,2026-02-15,15:55:02,3,7,142
10715,12.07,0.42,2025-07-08,14:48:01,5,7,134
10716,15.79,0.69,2025-10-14,14:13:23,4,9,69
10717,18.83,0.93,2025-02-01,20:50:19,3,5,23
10718,12.58,0.68,2025-07-25,17:04:15,1,2,91
10719,14.01,0.71,2026-02-02,20:59:16,2,7,36
10720,8.68,0.33,2025-09-01,19:29:48,3,6,212
10721,28.35,1.55,2026-03-22,20:53:27,2,4,189
10722,29.32,1.67,2025-01-31,21:15:03,1,6,207
10723,26.2,1.25,2025-11-29,15:55:14,5,3,140
10724,25.2,1.25,2025-11-20,19:04:32,4,2,229
10725,21.61,1.21,2025-01-15,11:03:15,1,6,123
10726,36.12,2.07,2025-07-18,12:17:59,1,6,238
10727,15.24,0.84,2025-09-10,19:24:31,1,5,60
10728,24.24,1.19,2026-02-18,12:18:55,4,3,242
10729,13.58,0.68,2026-04-03,14:44:00,2,8,191
10730,33.25,1.9,2025-12-28,21:23:51,1,5,229
10731,9.9,0.35,2025-02-18,16:11:51,4,9,36
10732,15.71,0.81,2025-10-19,17:29:20,2,3,127
10733,42.48,2.38,2026-01-05,18:40:52,2,3,211
10734,33.35,1.9,2025-02-02,14:57:39,1,2,123
10735,34.75,1.75,2025-10-09,11:23:34,5,10,82
10736,11.38,0.43,2026-03-13,15:31:28,4,9,99
10737,26.21,1.31,2025-10-29,21:13:59,4,2,185
10738,12.77,0.57,2025-11-30,11:50:31,3,10,249
10739,26.52,1.32,2025-12-08,14:43:15,4,9,171
10740,22.12,1.07,2025-03-16,13:13:19,4,2,212
10741,19.77,0.87,2025-04-05,12:39:00,5,5,103
10742,17.64,0.74,2025-09-07,11:43:09,5,2,140
10743,16.81,0.81,2025-03-11,12:11:45,3,4,85
10744,24.36,1.26,2025-02-08,16:10:10,3,8,115
10745,10.28,0.43,2026-02-22,19:31:33,3,5,190
10746,21.31,0.96,2025-01-02,19:45:48,5,2,75
10747,42.64,2.39,2026-02-27,18:08:29,2,1,248
10748,26.84,1.34,2025-12-21,21:40:33,4,2,99
10749,27.86,1.46,2025-09-12,20:51:23,3,2,235
10750,18.34,0.84,2025-01-01,20:22:43,4,3,68
10751,6.15,0.3,2025-11-23,15:05:00,1,6,99
10752,15.22,0.72,2025-11-21,11:41:38,3,1,92
10753,22.93,1.23,2025-08-10,20:34:48,2,5,40
10754,15.49,0.79,2025-09-24,14:27:47,2,8,177
10755,18.34,0.84,2026-02-01,12:19:36,4,10,17
10756,30.29,1.49,2025-04-19,12:25:40,5,2,118
10757,24.41,1.26,2026-01-13,19:55:30,3,8,189
10758,6.9,0.35,2025-11-03,13:54:40,1,5,141
10759,29.08,1.48,2025-09-26,19:56:25,4,7,11
10760,15.71,0.81,2026-03-31,14:30:38,2,1,150
10761,30.66,1.51,2025-06-23,17:36:49,5,10,212
10762,25.6,1.45,2025-06-18,18:41:55,1,3,38
10763,35.18,1.78,2025-02-14,19:22:33,5,8,7
10764,38.43,2.08,2026-01-13,12:19:34,3,10,116
10765,27.07,1.47,2025-02-05,11:50:42,2,6,203
10766,20.86,1.11,2025-11-28,18:55:28,2,5,218
10767,23.62,1.27,2025-12-13,15:13:50,2,3,22
10768,23.45,1.2,2026-04-02,14:26:31,3,2,195
10769,29.65,1.45,2025-08-07,11:53:08,5,4,188
10770,29.39,1.49,2025-10-07,14:39:06,4,3,178
10771,29.33,1.43,2025-08-15,17:34:12,5,1,167
10772,37.27,2.02,2025-05-28,18:35:06,3,1,202
10773,35.12,1.77,2025-03-11,11:06:34,5,2,164
10774,24.07,1.12,2025-08-26,19:29:03,5,2,12
10775,8.05,0.3,2026-01-12,11:42:37,3,5,227
10776,10.26,0.31,2025-06-15,20:57:40,5,2,34
10777,42.44,2.44,2025-11-12,13:48:54,1,10,240
10778,37.04,1.94,2025-08-17,14:35:44,4,2,200
10779,8.26,0.31,2025-08-09,14:08:56,3,4,165
10780,6.05,0.3,2025-06-04,17:59:56,1,5,61
10781,11.04,0.59,2025-03-14,17:48:08,1,7,89
10782,10.85,0.4,2025-10-30,15:46:07,4,5,201
10783,10.43,0.38,2026-03-18,16:10:51,4,2,107
10784,29.92,1.52,2025-03-02,14:55:33,4,1,229
10785,20.94,0.94,2025-01-24,20:31:14,5,5,29
10786,16.43,0.73,2025-08-29,17:17:33,4,4,120
10787,26.86,1.46,2025-08-24,17:03:53,2,4,28
10788,15.71,0.81,2025-06-07,21:25:23,2,3,60
10789,41.92,2.17,2025-04-09,21:09:45,5,10,106
10790,34.09,1.89,2025-02-20,12:37:03,2,8,57
10791,11.29,0.49,2025-05-11,13:01:22,3,10,138
10792,14.16,0.66,2025-01-14,18:29:53,3,8,9
10793,47.33,2.73,2025-03-17,19:53:24,1,5,169
10794,39.61,2.21,2026-01-18,18:11:35,2,7,1
10795,19.95,1.0,2025-06-26,17:01:28,3,4,246
10796,16.61,0.86,2025-07-29,16:09:18,2,1,136
10797,25.25,1.25,2025-02-20,17:04:59,4,6,67
10798,33.3,1.9,2025-05-10,12:41:49,1,3,37
10799,16.91,0.76,2026-02-19,12:31:00,4,10,148
10800,33.64,1.74,2025-03-18,21:43:06,4,5,136
10801,17.77,0.87,2026-01-14,11:37:08,3,6,67
10802,18.47,0.97,2025-01-20,13:31:32,2,8,4
10803,10.37,0.32,2025-01-31,13:25:56,5,3,127
10804,14.43,0.73,2025-10-14,18:42:28,2,9,91
10805,10.92,0.47,2025-01-13,13:11:07,3,5,39
10806,19.45,0.85,2025-06-14,11:01:33,5,10,107
10807,20.18,1.13,2026-03-21,13:10:44,1,8,151
10808,52.88,2.88,2025-09-06,14:58:45,4,2,77
10809,15.79,0.69,2026-02-04,15:15:28,4,7,248
10810,18.71,0.81,2026-01-05,15:39:41,5,8,79
10811,16.63,0.68,2025-01-11,16:15:29,5,8,51
10812,42.61,2.21,2025-11-13,15:40:12,5,10,7
10813,19.77,0.87,2025-11-17,16:56:02,5,9,45
10814,11.38,0.38,2026-02-23,13:21:18,5,3,32
10815,16.11,0.71,2025-08-13,21:36:03,4,3,72
10816,16.6,0.8,2025-04-23,19:17:25,3,6,47
10817,26.41,1.26,2025-07-20,19:32:31,5,4,86
10818,7.84,0.34,2025-03-25,21:09:40,2,9,241
10819,7.05,0.3,2025-06-26,17:32:19,2,9,3
10820,20.46,0.91,2025-09-16,22:00:39,5,4,12
10821,44.61,2.51,2026-02-11,17:32:13,2,2,224
10822,18.51,0.91,2025-09-14,11:04:58,3,2,29
10823,37.62,1.92,2025-08-09,20:42:36,5,8,142
10824,23.67,1.22,2025-02-11,22:06:11,3,7,190
10825,34.33,1.73,2025-09-14,15:10:58,5,8,146
10826,18.6,0.8,2025-08-15,16:11:12,5,5,123
10827,14.28,0.78,2026-01-31,14:53:17,1,7,191
10828,30.61,1.51,2025-10-03,20:30:22,5,2,58
10829,31.85,1.7,2025-07-06,13:50:25,3,10,114
10830,41.12,2.12,2025-06-04,11:09:02,5,10,211
10831,18.89,0.99,2025-11-12,21:16:06,2,6,25
10832,16.95,0.7,2025-06-24,11:59:53,5,5,240
10833,24.4,1.2,2025-11-01,21:10:21,4,10,128
10834,32.17,1.72,2026-01-30,15:14:48,3,9,54
10835,28.62,1.62,2025-03-08,20:56:02,1,3,149
10836,26.98,1.53,2025-12-27,18:59:12,1,9,87
10837,14.16,0.66,2025-02-01,18:28:09,3,10,185
10838,7.58,0.33,2025-09-22,15:57:14,2,4,223
10839,22.06,1.06,2025-12-12,20:06:48,4,8,47
10840,33.34,1.84,2025-08-11,14:58:14,2,1,70
10841,21.59,1.09,2025-04-21,16:31:52,3,8,95
10842,20.67,0.92,2025-12-28,14:16:10,5,2,239
10843,27.01,1.41,2025-11-08,19:54:06,3,10,82
10844,26.15,1.3,2025-09-08,13:33:03,4,2,247
10845,24.07,1.12,2026-01-01,13:21:50,5,1,18
10846,20.0,1.0,2025-11-26,13:32:26,3,8,11
10847,21.71,1.16,2025-03-17,16:00:04,2,3,229
10848,21.6,1.15,2025-05-22,20:39:46,2,3,220
10849,11.3,0.55,2025-07-02,20:45:48,2,3,198
10850,27.19,1.54,2025-03-01,11:32:30,1,9,225
10851,9.82,0.52,2025-04-04,20:30:03,1,1,41
10852,10.97,0.47,2025-04-03,20:35:43,3,10,214
10853,12.45,0.5,2025-09-24,13:29:52,4,7,243
